Region,Tower_ID,Date,Call_Drops,Signal_Strength,Congestion_Level,Handoff_Failure,Notes
Chennai,T165,2025-08-16,118,-82 dBm,Low,14%,Heavy user load
Hyderabad,T868,2025-11-22,39,-84 dBm,Medium,11%,Power fluctuation
Hyderabad,T745,2025-09-09,139,-78 dBm,Medium,13%,Power fluctuation
Mumbai,T945,2025-10-18,126,-105 dBm,Medium,13%,Heavy user load
Hyderabad,T311,2025-12-03,140,-91 dBm,Medium,16%,Fiber issue detected
Bangalore,T151,2025-06-10,39,-74 dBm,Low,14%,Backhaul congestion
Delhi,T860,2025-01-02,118,-73 dBm,Low,13%,Peak hour traffic
Hyderabad,T551,2025-09-21,21,-93 dBm,Medium,5%,Maintenance activity
Hyderabad,T550,2025-02-11,115,-84 dBm,Low,11%,Peak hour traffic
Chennai,T887,2025-02-20,9,-83 dBm,High,11%,Peak hour traffic
Mumbai,T118,2025-08-15,135,-100 dBm,Medium,20%,Maintenance activity
Kolkata,T701,2025-11-10,5,-74 dBm,High,3%,Fiber issue detected
Delhi,T167,2025-06-14,36,-78 dBm,Low,1%,Heavy user load
Delhi,T323,2025-05-11,28,-76 dBm,Low,17%,Maintenance activity
Hyderabad,T626,2025-11-12,59,-91 dBm,Low,12%,Maintenance activity
Delhi,T271,2025-11-18,15,-96 dBm,Medium,4%,Heavy user load
Delhi,T370,2025-10-21,74,-103 dBm,Low,6%,Heavy user load
Mumbai,T440,2025-06-14,71,-89 dBm,Medium,11%,Heavy user load
Mumbai,T707,2025-06-20,5,-100 dBm,High,2%,Fiber issue detected
Kolkata,T763,2025-05-23,42,-93 dBm,High,7%,Maintenance activity
Bangalore,T678,2025-01-26,149,-108 dBm,Low,3%,Backhaul congestion
Bangalore,T521,2025-12-05,14,-105 dBm,Medium,10%,Normal operation
Delhi,T429,2025-02-17,27,-101 dBm,Medium,7%,Poor weather
Kolkata,T976,2025-06-14,83,-81 dBm,Medium,18%,Poor weather
Delhi,T747,2025-11-16,118,-83 dBm,Medium,10%,Normal operation
Hyderabad,T809,2025-06-25,89,-77 dBm,Low,8%,Peak hour traffic
Delhi,T757,2025-03-08,72,-86 dBm,High,7%,Backhaul congestion
Hyderabad,T603,2025-06-21,118,-110 dBm,Low,19%,Peak hour traffic
Bangalore,T740,2025-04-05,28,-87 dBm,Low,9%,Power fluctuation
Bangalore,T127,2025-02-23,23,-103 dBm,Medium,6%,Peak hour traffic
Kolkata,T331,2025-03-16,51,-106 dBm,Medium,13%,Fiber issue detected
Bangalore,T970,2025-12-09,102,-84 dBm,High,15%,Power fluctuation
Bangalore,T912,2025-08-07,50,-105 dBm,High,19%,Maintenance activity
Chennai,T777,2025-03-18,98,-107 dBm,High,13%,Normal operation
Chennai,T707,2025-06-25,68,-74 dBm,High,17%,Maintenance activity
Bangalore,T735,2025-02-22,71,-88 dBm,High,5%,Backhaul congestion
Hyderabad,T793,2025-08-31,64,-88 dBm,Medium,15%,Poor weather
Bangalore,T536,2025-02-09,144,-110 dBm,Medium,16%,Peak hour traffic
Kolkata,T460,2025-03-20,57,-85 dBm,Medium,4%,Normal operation
Chennai,T279,2025-03-04,46,-103 dBm,High,7%,Fiber issue detected
Hyderabad,T536,2025-10-28,90,-78 dBm,High,10%,Poor weather
Chennai,T324,2025-09-03,66,-110 dBm,Low,14%,Heavy user load
Delhi,T384,2025-02-26,120,-99 dBm,Low,15%,Poor weather
Bangalore,T233,2025-06-19,60,-103 dBm,High,4%,Backhaul congestion
Chennai,T336,2025-12-14,123,-78 dBm,Medium,19%,Backhaul congestion
Delhi,T206,2025-09-27,135,-109 dBm,Low,3%,Fiber issue detected
Delhi,T461,2025-07-02,6,-104 dBm,Low,20%,Power fluctuation
Hyderabad,T454,2025-11-16,139,-77 dBm,Low,14%,Power fluctuation
Delhi,T355,2025-06-21,65,-77 dBm,Low,10%,Backhaul congestion
Kolkata,T226,2025-02-18,19,-79 dBm,High,18%,Fiber issue detected
Delhi,T950,2025-02-28,137,-85 dBm,Medium,2%,Power fluctuation
Kolkata,T470,2025-07-03,126,-85 dBm,High,9%,Heavy user load
Hyderabad,T395,2025-09-02,57,-109 dBm,High,19%,Peak hour traffic
Bangalore,T641,2025-11-12,16,-78 dBm,Medium,11%,Maintenance activity
Bangalore,T970,2025-08-12,128,-92 dBm,Medium,16%,Maintenance activity
Mumbai,T727,2025-09-22,133,-71 dBm,High,9%,Backhaul congestion
Chennai,T272,2025-12-08,36,-85 dBm,Medium,7%,Power fluctuation
Mumbai,T916,2025-04-28,91,-110 dBm,Medium,12%,Poor weather
Bangalore,T504,2025-07-11,119,-76 dBm,Low,8%,Normal operation
Mumbai,T266,2025-11-24,112,-99 dBm,Medium,16%,Poor weather
Mumbai,T570,2025-02-15,83,-81 dBm,Low,9%,Peak hour traffic
Bangalore,T577,2025-02-22,8,-90 dBm,Low,4%,Fiber issue detected
Kolkata,T681,2025-05-29,14,-82 dBm,Medium,12%,Backhaul congestion
Mumbai,T887,2025-12-13,114,-73 dBm,Medium,2%,Fiber issue detected
Delhi,T454,2025-03-22,72,-75 dBm,Low,16%,Peak hour traffic
Kolkata,T110,2025-02-28,33,-76 dBm,Low,20%,Normal operation
Mumbai,T262,2025-12-06,67,-105 dBm,Medium,20%,Heavy user load
Mumbai,T281,2025-11-15,18,-70 dBm,Medium,14%,Maintenance activity
Delhi,T198,2025-10-25,80,-88 dBm,Low,10%,Poor weather
Kolkata,T797,2025-06-05,96,-78 dBm,Low,9%,Power fluctuation
Bangalore,T281,2025-11-27,8,-76 dBm,High,11%,Power fluctuation
Delhi,T129,2025-07-24,90,-96 dBm,Medium,5%,Fiber issue detected
Bangalore,T904,2025-09-11,137,-74 dBm,Medium,12%,Power fluctuation
Delhi,T113,2025-03-14,50,-98 dBm,High,14%,Poor weather
Mumbai,T409,2025-06-20,58,-91 dBm,Low,2%,Poor weather
Mumbai,T562,2025-11-13,96,-109 dBm,High,9%,Normal operation
Delhi,T111,2025-02-04,135,-83 dBm,Low,3%,Backhaul congestion
Kolkata,T716,2025-12-11,140,-107 dBm,Low,14%,Heavy user load
Delhi,T281,2025-07-22,111,-80 dBm,Low,17%,Normal operation
Delhi,T970,2025-02-04,61,-103 dBm,Medium,19%,Poor weather
Chennai,T823,2025-11-09,122,-105 dBm,High,12%,Normal operation
Hyderabad,T385,2025-10-21,119,-103 dBm,Medium,17%,Fiber issue detected
Chennai,T161,2025-07-10,74,-79 dBm,Low,16%,Power fluctuation
Kolkata,T875,2025-07-24,30,-107 dBm,High,14%,Poor weather
Bangalore,T175,2025-06-16,55,-87 dBm,High,1%,Fiber issue detected
Chennai,T127,2025-06-23,56,-86 dBm,Low,6%,Heavy user load
Kolkata,T566,2025-11-14,115,-73 dBm,High,4%,Fiber issue detected
Kolkata,T150,2025-03-17,119,-71 dBm,Medium,9%,Poor weather
Mumbai,T499,2025-10-21,86,-93 dBm,High,11%,Heavy user load
Delhi,T313,2025-08-05,145,-92 dBm,Medium,20%,Normal operation
Delhi,T580,2025-05-30,7,-102 dBm,High,11%,Peak hour traffic
Kolkata,T704,2025-02-15,31,-89 dBm,Medium,18%,Backhaul congestion
Mumbai,T864,2025-12-03,142,-78 dBm,High,20%,Normal operation
Delhi,T555,2025-11-30,32,-74 dBm,Medium,8%,Maintenance activity
Hyderabad,T485,2025-10-21,22,-73 dBm,Medium,9%,Maintenance activity
Mumbai,T577,2025-05-15,77,-94 dBm,Low,6%,Poor weather
Hyderabad,T645,2025-09-09,106,-76 dBm,Medium,7%,Maintenance activity
Bangalore,T858,2025-05-18,12,-95 dBm,Medium,1%,Heavy user load
Kolkata,T465,2025-04-18,82,-97 dBm,Medium,18%,Power fluctuation
Hyderabad,T257,2025-12-05,122,-90 dBm,Medium,17%,Power fluctuation
Hyderabad,T289,2025-05-19,98,-80 dBm,High,7%,Poor weather
Hyderabad,T717,2025-03-24,54,-71 dBm,Medium,12%,Normal operation
Bangalore,T933,2025-05-11,137,-98 dBm,Low,20%,Normal operation
Kolkata,T300,2025-04-15,147,-107 dBm,Medium,6%,Poor weather
Kolkata,T476,2025-07-05,47,-92 dBm,Low,14%,Heavy user load
Delhi,T801,2025-11-03,64,-79 dBm,Medium,19%,Backhaul congestion
Bangalore,T355,2025-02-04,80,-73 dBm,High,6%,Fiber issue detected
Chennai,T912,2025-03-09,121,-75 dBm,Low,7%,Peak hour traffic
Chennai,T983,2025-08-01,108,-105 dBm,Medium,15%,Power fluctuation
Kolkata,T785,2025-01-09,52,-84 dBm,Medium,17%,Heavy user load
Delhi,T254,2025-07-20,12,-82 dBm,Medium,8%,Poor weather
Bangalore,T244,2025-11-18,49,-93 dBm,Low,13%,Fiber issue detected
Hyderabad,T109,2025-07-30,19,-74 dBm,Medium,12%,Heavy user load
Kolkata,T706,2025-04-05,11,-110 dBm,Medium,7%,Poor weather
Hyderabad,T288,2025-10-20,68,-94 dBm,Low,8%,Normal operation
Mumbai,T956,2025-04-21,115,-94 dBm,Medium,13%,Backhaul congestion
Delhi,T971,2025-01-12,98,-108 dBm,High,6%,Backhaul congestion
Mumbai,T415,2025-12-28,35,-96 dBm,High,3%,Normal operation
Hyderabad,T505,2025-10-22,11,-72 dBm,Medium,15%,Peak hour traffic
Kolkata,T893,2025-04-23,74,-103 dBm,High,14%,Power fluctuation
Chennai,T689,2025-06-10,47,-95 dBm,Medium,15%,Fiber issue detected
Kolkata,T157,2025-07-17,67,-89 dBm,Low,13%,Power fluctuation
Kolkata,T340,2025-06-16,134,-91 dBm,Medium,13%,Heavy user load
Hyderabad,T624,2025-12-28,51,-87 dBm,Low,3%,Normal operation
Kolkata,T402,2025-09-26,30,-78 dBm,High,7%,Backhaul congestion
Bangalore,T990,2025-04-30,49,-85 dBm,High,9%,Maintenance activity
Kolkata,T179,2025-05-02,135,-102 dBm,Low,5%,Fiber issue detected
Kolkata,T885,2025-06-02,27,-89 dBm,Low,7%,Backhaul congestion
Hyderabad,T701,2025-05-07,80,-99 dBm,Medium,14%,Maintenance activity
Kolkata,T615,2025-06-21,119,-108 dBm,Medium,4%,Poor weather
Mumbai,T193,2025-09-04,50,-70 dBm,High,5%,Power fluctuation
Delhi,T236,2025-01-01,146,-72 dBm,High,3%,Normal operation
Hyderabad,T979,2025-03-31,128,-84 dBm,Medium,5%,Fiber issue detected
Kolkata,T941,2025-08-06,60,-99 dBm,Low,16%,Heavy user load
Hyderabad,T964,2025-04-30,77,-78 dBm,High,19%,Power fluctuation
Bangalore,T238,2025-04-02,36,-82 dBm,Low,15%,Maintenance activity
Hyderabad,T605,2025-10-12,91,-93 dBm,Medium,12%,Poor weather
Mumbai,T243,2025-05-12,128,-101 dBm,High,17%,Maintenance activity
Kolkata,T455,2025-04-21,64,-74 dBm,Medium,6%,Fiber issue detected
Hyderabad,T567,2025-12-04,114,-98 dBm,Low,5%,Poor weather
Hyderabad,T112,2025-09-20,76,-90 dBm,High,10%,Normal operation
Bangalore,T645,2025-11-19,136,-79 dBm,Low,19%,Power fluctuation
Kolkata,T369,2025-01-09,34,-92 dBm,Medium,6%,Power fluctuation
Mumbai,T236,2025-01-04,92,-99 dBm,High,20%,Fiber issue detected
Mumbai,T500,2025-12-01,80,-74 dBm,Low,16%,Backhaul congestion
Kolkata,T264,2025-01-02,68,-75 dBm,Medium,20%,Maintenance activity
Kolkata,T614,2025-06-17,14,-84 dBm,High,7%,Backhaul congestion
Delhi,T133,2025-08-28,131,-101 dBm,Low,10%,Peak hour traffic
Chennai,T479,2025-10-01,82,-90 dBm,High,14%,Fiber issue detected
Bangalore,T701,2025-10-20,42,-82 dBm,Medium,7%,Peak hour traffic
Kolkata,T839,2025-05-31,123,-104 dBm,Low,1%,Heavy user load
Bangalore,T992,2025-03-18,39,-76 dBm,High,19%,Normal operation
Chennai,T940,2025-03-05,36,-81 dBm,Medium,1%,Normal operation
Bangalore,T985,2025-05-08,108,-102 dBm,Medium,12%,Peak hour traffic
Chennai,T541,2025-02-01,24,-88 dBm,Medium,10%,Fiber issue detected
Chennai,T276,2025-11-19,111,-80 dBm,Medium,15%,Heavy user load
Hyderabad,T221,2025-04-20,49,-82 dBm,Low,4%,Fiber issue detected
Hyderabad,T709,2025-02-21,149,-107 dBm,Medium,11%,Heavy user load
Kolkata,T813,2025-12-03,84,-100 dBm,Medium,1%,Power fluctuation
Mumbai,T227,2025-10-22,146,-98 dBm,Medium,19%,Fiber issue detected
Hyderabad,T752,2025-12-04,12,-108 dBm,High,2%,Poor weather
Mumbai,T468,2025-03-01,6,-75 dBm,Medium,18%,Maintenance activity
Kolkata,T601,2025-08-30,50,-85 dBm,High,4%,Power fluctuation
Hyderabad,T532,2025-07-14,9,-78 dBm,High,2%,Normal operation
Mumbai,T774,2025-02-19,10,-97 dBm,Medium,20%,Poor weather
Bangalore,T224,2025-04-20,106,-97 dBm,Low,12%,Poor weather
Hyderabad,T809,2025-09-29,44,-100 dBm,High,9%,Maintenance activity
Hyderabad,T634,2025-09-28,85,-72 dBm,Low,14%,Backhaul congestion
Delhi,T597,2025-02-25,70,-97 dBm,Low,15%,Normal operation
Mumbai,T505,2025-10-16,60,-75 dBm,Low,12%,Backhaul congestion
Hyderabad,T895,2025-08-31,104,-107 dBm,High,11%,Heavy user load
Delhi,T383,2025-05-27,119,-105 dBm,High,19%,Maintenance activity
Hyderabad,T853,2025-03-25,76,-84 dBm,High,7%,Normal operation
Kolkata,T196,2025-05-20,32,-70 dBm,Low,8%,Fiber issue detected
Mumbai,T500,2025-10-19,57,-94 dBm,High,7%,Heavy user load
Delhi,T747,2025-01-02,97,-86 dBm,Medium,2%,Poor weather
Kolkata,T108,2025-11-07,7,-98 dBm,Low,10%,Maintenance activity
Delhi,T712,2025-01-02,80,-87 dBm,Low,7%,Fiber issue detected
Hyderabad,T410,2025-07-27,79,-78 dBm,Medium,16%,Normal operation
Chennai,T680,2025-06-18,83,-99 dBm,High,20%,Backhaul congestion
Chennai,T967,2025-09-06,91,-88 dBm,Low,2%,Normal operation
Mumbai,T834,2025-02-04,16,-101 dBm,Medium,10%,Maintenance activity
Hyderabad,T408,2025-04-11,106,-88 dBm,Low,12%,Peak hour traffic
Chennai,T988,2025-04-14,135,-102 dBm,High,7%,Fiber issue detected
Delhi,T130,2025-05-13,38,-100 dBm,Low,12%,Backhaul congestion
Chennai,T532,2025-09-09,120,-72 dBm,Medium,11%,Normal operation
Kolkata,T312,2025-11-11,25,-105 dBm,Medium,13%,Peak hour traffic
Delhi,T849,2025-05-07,36,-85 dBm,Low,11%,Maintenance activity
Kolkata,T817,2025-10-17,33,-100 dBm,Low,7%,Power fluctuation
Mumbai,T854,2025-09-13,148,-102 dBm,Medium,19%,Normal operation
Mumbai,T964,2025-04-04,41,-101 dBm,High,6%,Backhaul congestion
Kolkata,T616,2025-02-19,7,-100 dBm,Low,5%,Poor weather
Delhi,T377,2025-06-17,144,-76 dBm,High,2%,Maintenance activity
Delhi,T826,2025-01-02,71,-81 dBm,High,17%,Peak hour traffic
Kolkata,T306,2025-12-28,142,-99 dBm,High,3%,Heavy user load
Bangalore,T872,2025-12-24,140,-83 dBm,Low,16%,Backhaul congestion
Chennai,T127,2025-03-26,6,-105 dBm,Medium,4%,Backhaul congestion
Bangalore,T122,2025-07-22,142,-93 dBm,High,10%,Heavy user load
Delhi,T473,2025-10-10,126,-100 dBm,Medium,20%,Peak hour traffic
Chennai,T158,2025-07-12,130,-91 dBm,Medium,10%,Maintenance activity
Chennai,T145,2025-12-19,67,-86 dBm,High,20%,Backhaul congestion
Delhi,T401,2025-02-01,103,-75 dBm,High,3%,Heavy user load
Kolkata,T457,2025-04-26,67,-89 dBm,Medium,19%,Heavy user load
Delhi,T363,2025-06-25,138,-109 dBm,Medium,12%,Backhaul congestion
Bangalore,T662,2025-06-28,94,-108 dBm,Low,15%,Heavy user load
Bangalore,T821,2025-12-23,81,-90 dBm,High,18%,Poor weather
Kolkata,T189,2025-01-20,92,-86 dBm,Low,13%,Peak hour traffic
Hyderabad,T656,2025-05-12,54,-103 dBm,Low,2%,Power fluctuation
Kolkata,T279,2025-06-30,33,-100 dBm,High,9%,Peak hour traffic
Hyderabad,T325,2025-10-16,30,-102 dBm,Low,17%,Poor weather
Delhi,T507,2025-01-29,139,-87 dBm,Low,13%,Poor weather
Hyderabad,T557,2025-11-02,99,-95 dBm,Medium,6%,Maintenance activity
Delhi,T671,2025-03-16,108,-100 dBm,Low,14%,Peak hour traffic
Chennai,T882,2025-03-06,17,-75 dBm,High,7%,Fiber issue detected
Bangalore,T712,2025-09-25,19,-93 dBm,Low,15%,Normal operation
Hyderabad,T780,2025-07-23,61,-106 dBm,High,3%,Power fluctuation
Bangalore,T529,2025-09-25,69,-93 dBm,High,13%,Maintenance activity
Delhi,T732,2025-10-18,65,-94 dBm,Low,19%,Backhaul congestion
Hyderabad,T951,2025-01-06,111,-102 dBm,Low,4%,Power fluctuation
Mumbai,T940,2025-06-14,98,-81 dBm,Medium,8%,Power fluctuation
Delhi,T519,2025-08-29,35,-107 dBm,Medium,9%,Normal operation
Bangalore,T450,2025-04-19,65,-83 dBm,Medium,9%,Power fluctuation
Kolkata,T178,2025-05-29,144,-101 dBm,Low,12%,Backhaul congestion
Chennai,T955,2025-11-27,23,-94 dBm,Medium,10%,Peak hour traffic
Bangalore,T906,2025-07-28,43,-92 dBm,High,11%,Fiber issue detected
Mumbai,T104,2025-10-20,126,-89 dBm,Low,12%,Heavy user load
Bangalore,T264,2025-04-23,136,-102 dBm,Medium,14%,Heavy user load
Bangalore,T799,2025-02-04,135,-85 dBm,Low,5%,Maintenance activity
Kolkata,T772,2025-05-20,149,-89 dBm,Medium,7%,Maintenance activity
Delhi,T146,2025-08-29,82,-70 dBm,High,20%,Maintenance activity
Delhi,T627,2025-06-28,54,-93 dBm,High,9%,Power fluctuation
Chennai,T115,2025-11-12,106,-99 dBm,High,6%,Power fluctuation
Mumbai,T692,2025-06-03,39,-85 dBm,Low,8%,Normal operation
Chennai,T439,2025-03-28,138,-72 dBm,High,10%,Normal operation
Bangalore,T924,2025-03-10,92,-101 dBm,High,18%,Heavy user load
Delhi,T905,2025-02-13,17,-109 dBm,Low,14%,Power fluctuation
Kolkata,T722,2025-03-23,99,-70 dBm,High,12%,Poor weather
Chennai,T223,2025-03-12,26,-77 dBm,Medium,19%,Heavy user load
Delhi,T234,2025-04-29,147,-71 dBm,Medium,8%,Backhaul congestion
Bangalore,T112,2025-01-03,147,-82 dBm,High,16%,Maintenance activity
Chennai,T846,2025-10-17,26,-103 dBm,High,12%,Heavy user load
Mumbai,T765,2025-11-09,75,-84 dBm,Medium,11%,Poor weather
Mumbai,T722,2025-09-23,38,-90 dBm,Low,14%,Fiber issue detected
Hyderabad,T435,2025-07-28,64,-77 dBm,Medium,7%,Normal operation
Kolkata,T355,2025-05-12,89,-77 dBm,High,10%,Fiber issue detected
Mumbai,T607,2025-01-03,112,-83 dBm,High,5%,Peak hour traffic
Hyderabad,T396,2025-08-27,100,-87 dBm,Medium,18%,Heavy user load
Hyderabad,T891,2025-01-07,11,-107 dBm,Medium,9%,Maintenance activity
Hyderabad,T982,2025-01-06,125,-95 dBm,Low,5%,Power fluctuation
Chennai,T528,2025-06-07,108,-104 dBm,High,5%,Normal operation
Chennai,T286,2025-11-09,148,-99 dBm,High,15%,Heavy user load
Delhi,T331,2025-10-09,113,-109 dBm,Medium,16%,Heavy user load
Kolkata,T537,2025-06-26,12,-98 dBm,Medium,8%,Maintenance activity
Bangalore,T307,2025-10-26,76,-109 dBm,High,2%,Fiber issue detected
Hyderabad,T672,2025-08-03,48,-99 dBm,Medium,12%,Backhaul congestion
Delhi,T309,2025-06-17,73,-95 dBm,Low,2%,Peak hour traffic
Bangalore,T976,2025-09-06,9,-89 dBm,High,15%,Heavy user load
Delhi,T215,2025-08-25,140,-72 dBm,Low,20%,Poor weather
Chennai,T937,2025-03-25,13,-106 dBm,Medium,18%,Heavy user load
Bangalore,T580,2025-10-24,103,-97 dBm,High,1%,Power fluctuation
Hyderabad,T411,2025-08-05,82,-99 dBm,Low,17%,Maintenance activity
Bangalore,T246,2025-08-31,124,-105 dBm,High,7%,Heavy user load
Hyderabad,T882,2025-06-25,96,-94 dBm,Medium,11%,Poor weather
Kolkata,T942,2025-08-19,71,-95 dBm,Medium,20%,Backhaul congestion
Mumbai,T695,2025-03-13,72,-102 dBm,High,2%,Poor weather
Delhi,T115,2025-02-27,7,-86 dBm,High,4%,Fiber issue detected
Bangalore,T590,2025-01-29,11,-73 dBm,Medium,9%,Poor weather
Mumbai,T811,2025-10-20,31,-85 dBm,Low,13%,Backhaul congestion
Mumbai,T612,2025-08-19,59,-80 dBm,Medium,3%,Normal operation
Delhi,T870,2025-07-24,114,-98 dBm,High,18%,Power fluctuation
Kolkata,T519,2025-07-09,56,-96 dBm,Medium,12%,Peak hour traffic
Delhi,T488,2025-06-21,36,-85 dBm,High,4%,Peak hour traffic
Chennai,T310,2025-08-10,130,-71 dBm,Medium,18%,Maintenance activity
Delhi,T913,2025-10-21,66,-103 dBm,High,19%,Maintenance activity
Chennai,T855,2025-10-03,26,-82 dBm,Medium,5%,Maintenance activity
Bangalore,T442,2025-01-13,42,-109 dBm,Low,13%,Maintenance activity
Chennai,T825,2025-06-09,84,-99 dBm,Medium,16%,Peak hour traffic
Bangalore,T700,2025-08-06,16,-72 dBm,Medium,6%,Heavy user load
Chennai,T348,2025-03-22,113,-109 dBm,Low,17%,Poor weather
Hyderabad,T970,2025-07-11,11,-93 dBm,Medium,19%,Power fluctuation
Delhi,T307,2025-01-20,57,-99 dBm,High,8%,Power fluctuation
Mumbai,T604,2025-09-11,19,-94 dBm,High,6%,Normal operation
Hyderabad,T186,2025-12-06,115,-107 dBm,High,1%,Fiber issue detected
Chennai,T718,2025-07-09,86,-88 dBm,Medium,17%,Normal operation
Hyderabad,T341,2025-01-13,16,-108 dBm,High,17%,Normal operation
Delhi,T304,2025-04-29,73,-106 dBm,Low,12%,Fiber issue detected
Mumbai,T866,2025-11-15,69,-77 dBm,Low,2%,Maintenance activity
Hyderabad,T102,2025-06-04,91,-72 dBm,Low,6%,Power fluctuation
Bangalore,T780,2025-10-13,55,-71 dBm,Medium,16%,Peak hour traffic
Mumbai,T436,2025-01-16,37,-80 dBm,High,13%,Poor weather
Chennai,T430,2025-02-13,135,-109 dBm,High,4%,Power fluctuation
Bangalore,T457,2025-10-12,51,-83 dBm,Medium,15%,Heavy user load
Bangalore,T770,2025-11-19,120,-80 dBm,High,14%,Peak hour traffic
Hyderabad,T544,2025-06-02,56,-94 dBm,Medium,9%,Fiber issue detected
Bangalore,T666,2025-04-15,22,-97 dBm,Medium,8%,Maintenance activity
Mumbai,T774,2025-05-21,14,-76 dBm,High,4%,Maintenance activity
Chennai,T933,2025-09-14,29,-103 dBm,Medium,5%,Fiber issue detected
Kolkata,T975,2025-11-22,5,-87 dBm,Low,13%,Fiber issue detected
Chennai,T183,2025-12-06,99,-73 dBm,Medium,18%,Peak hour traffic
Mumbai,T240,2025-07-29,48,-100 dBm,Medium,12%,Maintenance activity
Chennai,T802,2025-03-22,52,-103 dBm,High,9%,Power fluctuation
Delhi,T371,2025-01-14,119,-85 dBm,Medium,17%,Power fluctuation
Bangalore,T493,2025-07-22,9,-88 dBm,High,15%,Backhaul congestion
Kolkata,T789,2025-04-10,118,-105 dBm,Low,9%,Poor weather
Chennai,T171,2025-09-17,120,-75 dBm,Low,8%,Power fluctuation
Bangalore,T837,2025-05-06,6,-90 dBm,High,3%,Normal operation
Chennai,T898,2025-07-04,140,-92 dBm,Low,2%,Power fluctuation
Hyderabad,T237,2025-04-05,48,-102 dBm,High,9%,Fiber issue detected
Chennai,T399,2025-11-01,141,-91 dBm,Medium,11%,Normal operation
Hyderabad,T738,2025-03-08,11,-87 dBm,High,6%,Maintenance activity
Mumbai,T328,2025-09-16,75,-87 dBm,Medium,4%,Maintenance activity
Delhi,T617,2025-12-09,127,-82 dBm,Medium,18%,Peak hour traffic
Hyderabad,T543,2025-03-05,124,-100 dBm,Medium,15%,Heavy user load
Delhi,T199,2025-12-05,101,-104 dBm,Low,2%,Poor weather
Mumbai,T323,2025-10-12,137,-86 dBm,High,11%,Normal operation
Hyderabad,T741,2025-01-30,17,-102 dBm,Medium,9%,Normal operation
Kolkata,T780,2025-07-04,113,-72 dBm,High,2%,Normal operation
Hyderabad,T475,2025-08-08,6,-70 dBm,Medium,14%,Normal operation
Chennai,T765,2025-07-14,34,-74 dBm,High,13%,Normal operation
Chennai,T164,2025-12-04,28,-86 dBm,Low,5%,Power fluctuation
Chennai,T358,2025-09-06,5,-84 dBm,Medium,13%,Normal operation
Mumbai,T426,2025-01-18,150,-99 dBm,Low,17%,Heavy user load
Bangalore,T893,2025-05-24,114,-109 dBm,Low,17%,Fiber issue detected
Bangalore,T474,2025-05-07,86,-102 dBm,Medium,10%,Heavy user load
Chennai,T580,2025-03-10,95,-96 dBm,Medium,16%,Poor weather
Kolkata,T317,2025-11-12,115,-79 dBm,Low,5%,Fiber issue detected
Hyderabad,T472,2025-11-13,77,-73 dBm,High,19%,Power fluctuation
Mumbai,T456,2025-10-18,75,-77 dBm,Low,8%,Power fluctuation
Bangalore,T567,2025-11-13,148,-75 dBm,High,7%,Maintenance activity
Bangalore,T637,2025-03-14,40,-71 dBm,Low,17%,Heavy user load
Bangalore,T362,2025-07-17,88,-91 dBm,Medium,18%,Normal operation
Hyderabad,T346,2025-05-29,22,-93 dBm,Low,6%,Normal operation
Mumbai,T143,2025-12-07,32,-108 dBm,Medium,11%,Normal operation
Mumbai,T972,2025-10-06,71,-94 dBm,Medium,10%,Backhaul congestion
Chennai,T938,2025-05-08,78,-83 dBm,Medium,4%,Maintenance activity
Hyderabad,T138,2025-12-05,94,-79 dBm,Low,14%,Power fluctuation
Bangalore,T680,2025-11-26,96,-102 dBm,High,17%,Heavy user load
Mumbai,T824,2025-07-19,80,-83 dBm,Medium,12%,Maintenance activity
Kolkata,T650,2025-09-18,102,-109 dBm,Medium,20%,Poor weather
Delhi,T596,2025-01-31,12,-83 dBm,Medium,11%,Normal operation
Bangalore,T384,2025-06-24,83,-108 dBm,Low,5%,Peak hour traffic
Delhi,T370,2025-11-27,31,-103 dBm,Low,3%,Maintenance activity
Chennai,T612,2025-07-15,116,-80 dBm,High,3%,Fiber issue detected
Chennai,T233,2025-11-09,11,-81 dBm,Low,14%,Peak hour traffic
Hyderabad,T779,2025-08-18,99,-107 dBm,Medium,12%,Normal operation
Chennai,T521,2025-04-05,24,-89 dBm,High,19%,Backhaul congestion
Delhi,T280,2025-08-05,32,-109 dBm,Low,2%,Normal operation
Hyderabad,T167,2025-10-12,66,-72 dBm,Low,18%,Power fluctuation
Kolkata,T167,2025-10-08,111,-70 dBm,Low,3%,Peak hour traffic
Delhi,T555,2025-01-21,59,-96 dBm,Low,8%,Maintenance activity
Chennai,T177,2025-04-01,73,-75 dBm,High,20%,Peak hour traffic
Delhi,T964,2025-08-11,113,-71 dBm,Medium,17%,Power fluctuation
Bangalore,T701,2025-10-10,21,-76 dBm,Medium,2%,Maintenance activity
Hyderabad,T957,2025-10-28,143,-110 dBm,Low,8%,Fiber issue detected
Mumbai,T257,2025-09-24,146,-92 dBm,Medium,14%,Backhaul congestion
Delhi,T274,2025-02-11,89,-89 dBm,Medium,10%,Maintenance activity
