Region,Tower_ID,Date,Call_Drops,Signal_Strength,Congestion_Level,Handoff_Failure,Notes
Coimbatore,T0552,2023-01-07,1,-79,Low,0,Normal operation
Jodhpur,T1368,2023-03-11,5,-90,Medium,0,Low traffic
Jammu,T1363,2025-05-27,5,-83,Low,2,Low traffic
Firozabad,T1159,2025-03-07,7,-71,Low,3,Normal operation
Chandigarh,T0459,2023-08-17,4,-83,Low,3,Routine monitoring
Malegaon,T0381,2025-11-30,12,-71,Medium,3,Moderate congestion
Vadodara,T0735,2023-11-02,9,-107,Low,2,Low traffic
Amritsar,T0851,2023-03-13,2,-91,Low,1,Routine monitoring
Malegaon,T0462,2023-02-10,18,-79,High,5,Temporary interference
Rajkot,T0810,2023-08-13,9,-93,Low,3,Low traffic
Mysuru,T0125,2025-09-10,14,-80,Medium,6,Moderate congestion
Vasai-Virar,T1132,2023-03-02,18,-100,High,2,Handoff instability
Kota,T0357,2025-08-16,15,-114,Medium,1,Moderate congestion
Malegaon,T0667,2025-04-21,6,-75,Low,3,Normal operation
Gurugram,T0810,2025-03-30,5,-80,Low,1,Stable network
Ranchi,T0937,2024-05-30,29,-114,High,7,Backhaul issue
Kochi,T0855,2025-04-29,7,-66,Medium,0,Normal operation
Dehradun,T0539,2024-11-23,4,-97,Low,0,Stable network
Bareilly,T1187,2024-06-04,26,-95,High,6,Peak hour congestion
Ujjain,T0339,2024-07-18,25,-78,High,7,Handoff instability
Gulbarga,T0081,2023-05-11,24,-109,High,5,Temporary interference
Cuttack,T1068,2024-07-27,20,-62,High,8,Temporary interference
Bhavnagar,T0535,2024-09-01,11,-71,Medium,2,Weather impact
Siliguri,T0945,2023-02-22,6,-92,Low,0,Low traffic
Nashik,T0751,2023-11-28,7,-95,Low,0,Normal operation
Malegaon,T1189,2023-06-08,4,-83,Medium,0,Routine monitoring
Saharanpur,T0286,2024-07-05,7,-95,Low,0,Low traffic
Jamnagar,T0224,2023-07-20,12,-115,Medium,2,Handoff instability
Dehradun,T0352,2025-10-03,7,-105,Low,2,Normal operation
Dehradun,T0644,2025-11-03,9,-72,Medium,2,Stable network
Chandigarh,T1370,2025-07-24,29,-95,High,11,Fiber outage
Jabalpur,T0243,2025-04-26,5,-95,Low,1,Low traffic
Cuttack,T0925,2023-07-29,7,-60,Medium,2,Low traffic
Nashik,T1238,2024-10-31,13,-112,Medium,3,Weather impact
Ahmedabad,T1279,2024-09-30,8,-78,Low,4,Normal operation
Ambattur,T0403,2023-05-18,6,-79,Low,5,Normal operation
Udaipur,T0574,2024-01-31,10,-99,Medium,0,Routine monitoring
Bengaluru,T0514,2025-11-23,5,-115,Low,1,Normal operation
Jodhpur,T1461,2025-08-12,6,-115,Low,1,Stable network
Cuttack,T1138,2025-10-04,4,-71,Low,1,Normal operation
Gaya,T1169,2024-12-11,23,-78,High,5,Temporary interference
Delhi,T0761,2024-10-31,1,-80,Low,0,Routine monitoring
Jamshedpur,T1139,2024-10-30,10,-83,Medium,0,Normal operation
Kalyan-Dombivli,T0229,2024-11-06,5,-99,Low,0,Low traffic
Mysuru,T1253,2025-07-01,10,-67,Medium,3,Low traffic
Saharanpur,T0268,2024-10-30,7,-79,Medium,2,Normal operation
Lucknow,T1338,2023-02-22,8,-101,Low,2,Low traffic
Bikaner,T1458,2023-07-17,20,-95,High,3,Temporary interference
Visakhapatnam,T0955,2025-07-23,12,-85,Medium,5,Moderate congestion
Asansol,T0705,2023-06-28,21,-102,High,3,Handoff instability
Ajmer,T1457,2025-07-17,4,-78,Low,2,Stable network
Nanded,T0978,2024-06-12,0,-81,Low,0,Routine monitoring
Lucknow,T0643,2023-07-20,8,-115,Medium,0,Normal operation
Tirunelveli,T1477,2024-12-28,7,-61,Medium,2,Stable network
Bhilai,T1266,2023-06-28,12,-60,Medium,4,Handoff instability
Dhanbad,T0620,2025-06-03,8,-103,Low,4,Normal operation
Hubli-Dharwad,T0110,2023-09-17,10,-100,Medium,3,Routine monitoring
Bareilly,T0452,2024-11-10,8,-104,Low,3,Low traffic
Bengaluru,T0858,2023-08-10,4,-89,Low,1,Stable network
Navi Mumbai,T1208,2023-08-02,23,-87,High,5,Weather impact
Bareilly,T1418,2024-07-11,11,-70,Medium,5,Weather impact
Nellore,T0825,2024-10-03,11,-107,Medium,1,Weather impact
Ghaziabad,T0231,2023-08-25,0,-86,Low,0,Stable network
Firozabad,T1100,2023-11-16,1,-70,Low,2,Low traffic
Ujjain,T1425,2024-10-10,13,-97,Medium,1,Weather impact
Bhilai,T0280,2025-12-18,7,-71,Medium,0,Normal operation
Vadodara,T1465,2024-05-09,26,-105,High,7,Peak hour congestion
Tiruppur,T0490,2025-12-26,6,-93,Low,2,Routine monitoring
Prayagraj,T0916,2025-01-22,2,-103,Low,0,Stable network
Delhi,T1177,2024-03-17,22,-103,High,2,Weather impact
Jalgaon,T1142,2023-03-08,8,-97,Medium,1,Routine monitoring
Dehradun,T0667,2025-07-20,6,-78,Low,2,Routine monitoring
Bengaluru,T1192,2025-09-05,3,-60,Low,3,Stable network
Ujjain,T1279,2023-06-24,11,-90,Medium,3,Weather impact
Ranchi,T0182,2023-09-19,4,-111,Low,0,Routine monitoring
Warangal,T0639,2023-01-16,5,-99,Low,2,Low traffic
Bhavnagar,T1242,2023-09-13,0,-61,Low,1,Stable network
Hubli-Dharwad,T0452,2024-10-15,6,-67,Medium,3,Low traffic
Ghaziabad,T0925,2024-08-18,2,-92,Low,0,Normal operation
Kochi,T0484,2024-09-07,21,-101,High,5,Weather impact
Noida,T0319,2025-12-23,22,-115,High,5,Moderate congestion
Bikaner,T0234,2024-05-14,7,-110,Low,0,Routine monitoring
Mangalore,T0289,2025-09-13,8,-93,Medium,0,Stable network
Indore,T1411,2024-08-21,4,-72,Low,4,Low traffic
Surat,T0453,2023-12-06,6,-63,Low,3,Stable network
Pimpri-Chinchwad,T0781,2023-06-24,6,-64,Medium,0,Stable network
Jaipur,T1116,2025-05-19,21,-90,High,4,Weather impact
Udaipur,T0217,2025-03-01,6,-79,Low,1,Low traffic
Jamnagar,T0383,2023-06-26,0,-67,Low,0,Routine monitoring
Indore,T0072,2024-11-11,6,-85,Low,0,Routine monitoring
Madurai,T1174,2024-02-21,14,-99,Medium,1,Handoff instability
Vijayawada,T1461,2024-01-13,19,-99,Medium,5,Moderate congestion
Salem,T0620,2025-12-30,0,-78,Low,0,Stable network
Aligarh,T1391,2025-03-13,12,-102,Low,3,Temporary interference
Guntur,T0331,2023-05-17,9,-86,Medium,2,Normal operation
Gurugram,T0681,2024-07-12,0,-64,Low,0,Stable network
Chennai,T0093,2024-02-24,22,-66,High,7,Temporary interference
Bareilly,T0067,2023-07-19,6,-85,Medium,0,Low traffic
Jaipur,T0029,2023-08-23,6,-84,Medium,1,Normal operation
Solapur,T0060,2025-11-28,14,-70,High,3,Temporary interference
Dhanbad,T1259,2025-03-09,0,-60,Low,0,Low traffic
Jamshedpur,T0613,2024-04-29,6,-89,Low,2,Stable network
Mumbai,T1074,2025-12-23,10,-92,Low,3,Low traffic
Bhiwandi,T0765,2023-11-30,6,-80,Medium,0,Stable network
Nellore,T1418,2023-06-11,6,-105,Low,0,Normal operation
Jabalpur,T1172,2023-04-23,28,-99,High,7,Network optimization required
Mysuru,T0271,2023-02-15,9,-97,Low,5,Stable network
Indore,T0886,2024-12-26,22,-113,High,5,Handoff instability
Salem,T1319,2023-03-26,0,-61,Low,2,Normal operation
Madurai,T0131,2025-08-18,27,-105,High,10,Peak hour congestion
Gorakhpur,T1368,2023-04-12,7,-83,Low,2,Normal operation
Vasai-Virar,T0839,2024-09-23,0,-75,Low,0,Normal operation
Hyderabad,T1455,2025-12-12,9,-86,Medium,0,Normal operation
Jalgaon,T0194,2025-12-30,10,-98,Low,4,Low traffic
Aurangabad,T0356,2025-05-21,6,-76,Low,3,Stable network
Mangalore,T1404,2025-01-05,5,-66,Medium,2,Stable network
Ranchi,T0912,2024-09-18,8,-102,Low,1,Routine monitoring
Indore,T0660,2023-07-01,10,-112,Medium,0,Routine monitoring
Saharanpur,T0572,2024-04-20,9,-111,Low,2,Routine monitoring
Erode,T0594,2025-10-08,4,-68,Medium,0,Routine monitoring
Ranchi,T1123,2023-06-19,2,-62,Medium,0,Normal operation
Akola,T0292,2023-06-22,6,-85,Low,2,Low traffic
Gwalior,T1379,2024-11-16,2,-61,Low,1,Routine monitoring
Prayagraj,T0655,2025-01-28,7,-70,Low,3,Normal operation
Belgaum,T0930,2025-03-21,16,-98,Low,7,Weather impact
Jalandhar,T0126,2023-11-05,7,-87,Medium,1,Stable network
Saharanpur,T1442,2023-12-27,6,-87,Medium,0,Normal operation
Bhavnagar,T0060,2024-09-21,4,-104,Low,0,Low traffic
Aurangabad,T0420,2024-11-23,18,-115,Medium,3,Weather impact
Mysuru,T1416,2025-09-04,0,-65,Low,0,Stable network
Tiruchirappalli,T0353,2023-08-20,27,-99,High,8,Network optimization required
Dehradun,T1131,2023-05-18,17,-92,Medium,6,Moderate congestion
Tirunelveli,T1448,2023-05-24,9,-69,Medium,1,Low traffic
Vijayawada,T1041,2024-09-02,31,-75,High,12,Fiber outage
Agra,T1045,2025-03-19,7,-96,Medium,0,Routine monitoring
Jalandhar,T0524,2023-02-21,0,-85,Low,0,Normal operation
Ghaziabad,T0785,2024-11-25,19,-101,High,3,Temporary interference
Kanpur,T0982,2023-11-21,8,-99,Low,2,Normal operation
Patna,T0306,2023-02-10,5,-94,Low,2,Stable network
Patna,T1030,2023-08-15,11,-107,Low,3,Moderate congestion
Ulhasnagar,T0676,2025-04-30,0,-86,Low,0,Stable network
Varanasi,T0622,2024-09-18,8,-69,Medium,0,Normal operation
Amritsar,T0531,2023-03-09,8,-61,Medium,2,Stable network
Mumbai,T0698,2024-08-23,33,-75,High,13,Weak signal area
Gorakhpur,T0684,2025-09-18,28,-107,High,6,Fiber outage
Rourkela,T1308,2025-12-29,23,-64,High,6,Handoff instability
Bhiwandi,T0043,2023-05-27,10,-106,Low,2,Normal operation
Ambattur,T0282,2025-05-12,16,-111,Medium,4,Moderate congestion
Delhi,T0124,2023-01-11,20,-74,High,6,Weather impact
Kolkata,T1112,2025-10-13,1,-71,Low,2,Routine monitoring
Bareilly,T1318,2024-12-20,5,-105,Low,0,Stable network
Jabalpur,T0983,2024-07-07,29,-103,High,8,Fiber outage
Noida,T0122,2025-01-06,3,-96,Low,0,Low traffic
Gulbarga,T0449,2023-01-28,7,-75,Medium,0,Stable network
Ambattur,T0064,2023-02-20,0,-80,Low,0,Low traffic
Nashik,T0274,2023-04-26,2,-60,Low,2,Low traffic
Visakhapatnam,T0866,2025-09-30,29,-73,High,14,Network optimization required
Jalgaon,T0082,2025-09-22,8,-67,Low,4,Normal operation
Salem,T1433,2023-09-05,1,-78,Low,2,Low traffic
Rourkela,T0833,2025-06-26,7,-96,Low,0,Normal operation
Agra,T0066,2024-07-31,2,-66,Low,0,Normal operation
Loni,T1359,2023-10-16,18,-64,High,7,Moderate congestion
Malegaon,T0233,2023-06-16,9,-68,Medium,1,Normal operation
Ajmer,T0677,2024-01-28,7,-96,Medium,1,Stable network
Bhopal,T1442,2023-05-03,7,-65,Medium,2,Routine monitoring
Ghaziabad,T0402,2024-05-03,13,-115,Low,5,Handoff instability
Durgapur,T0953,2023-04-06,13,-106,Medium,3,Handoff instability
Akola,T1234,2023-01-04,13,-113,Low,3,Weather impact
Salem,T1350,2025-05-27,6,-68,Low,5,Normal operation
Siliguri,T0327,2024-01-30,5,-62,Low,3,Stable network
Amravati,T1136,2024-12-02,2,-67,Low,0,Routine monitoring
Malegaon,T1356,2024-05-12,7,-101,Low,2,Low traffic
Nashik,T1338,2024-03-17,5,-85,Low,2,Low traffic
Jaipur,T1315,2025-10-07,9,-95,Low,2,Normal operation
Gorakhpur,T1481,2024-08-22,35,-98,High,12,Fiber outage
Erode,T0933,2023-03-15,23,-104,High,7,Temporary interference
Kalyan-Dombivli,T1387,2023-06-07,7,-112,Low,3,Stable network
Loni,T1315,2023-01-01,14,-95,Low,6,Temporary interference
Gurugram,T0987,2024-06-24,25,-83,High,9,Weather impact
Asansol,T1229,2023-09-16,12,-89,Medium,1,Temporary interference
Kolkata,T0754,2023-02-13,8,-60,Medium,1,Normal operation
Ambattur,T0049,2023-02-08,24,-82,High,5,Moderate congestion
Bhilai,T0894,2024-05-25,7,-112,Low,1,Routine monitoring
Dehradun,T1078,2024-08-11,4,-78,Low,2,Routine monitoring
Siliguri,T0630,2024-01-14,13,-91,Medium,5,Weather impact
Ambattur,T1113,2025-02-10,16,-115,Medium,4,Moderate congestion
Varanasi,T0515,2023-04-24,4,-67,Low,4,Routine monitoring
Tirunelveli,T0262,2024-01-18,20,-62,High,6,Weather impact
Amritsar,T0409,2023-04-23,6,-72,Medium,2,Routine monitoring
Jabalpur,T0392,2024-06-17,23,-64,High,8,Moderate congestion
Bhopal,T1407,2024-02-12,10,-72,Medium,4,Routine monitoring
Gwalior,T1003,2024-04-29,21,-102,High,5,Handoff instability
Patna,T0182,2023-12-02,4,-89,Low,0,Routine monitoring
Vijayawada,T1142,2023-02-11,13,-107,Medium,0,Moderate congestion
Bikaner,T0089,2023-11-02,28,-68,High,11,Fiber outage
Saharanpur,T1108,2024-04-20,34,-112,High,11,Network optimization required
Prayagraj,T0522,2025-05-06,13,-110,Medium,2,Weather impact
Pimpri-Chinchwad,T0463,2025-05-18,14,-75,Medium,4,Temporary interference
Kanpur,T0712,2023-02-27,7,-107,Medium,0,Routine monitoring
Varanasi,T0040,2025-01-17,22,-96,High,4,Handoff instability
Faridabad,T0801,2024-05-18,3,-81,Low,0,Routine monitoring
Warangal,T1325,2024-03-16,10,-67,Medium,2,Stable network
Kolkata,T0887,2025-10-15,6,-93,Low,3,Normal operation
Kolkata,T0827,2025-01-05,4,-82,Low,0,Low traffic
Cuttack,T0861,2024-09-13,8,-79,Medium,2,Stable network
Jalandhar,T0247,2024-09-10,7,-106,Medium,0,Routine monitoring
Aligarh,T0303,2025-09-17,4,-75,Low,0,Low traffic
Gorakhpur,T0155,2023-12-29,5,-103,Low,0,Low traffic
Ludhiana,T0168,2024-05-07,33,-103,High,11,Fiber outage
Jammu,T1258,2023-12-02,11,-84,Medium,2,Weather impact
Warangal,T0927,2023-10-10,5,-87,Low,2,Normal operation
Gaya,T0799,2024-01-23,5,-80,Low,0,Stable network
Varanasi,T0050,2025-09-11,25,-78,High,11,Weather impact
Rourkela,T1229,2025-09-30,20,-67,High,8,Handoff instability
Gulbarga,T0978,2025-01-17,27,-80,High,11,Weak signal area
Surat,T1417,2024-06-27,4,-114,Low,0,Normal operation
Jalandhar,T0720,2025-06-14,23,-72,High,7,Weather impact
Raipur,T1325,2023-06-01,6,-85,Low,2,Stable network
Coimbatore,T1477,2023-12-18,6,-83,Low,3,Normal operation
Gurugram,T0507,2025-04-04,0,-67,Low,0,Routine monitoring
Bhavnagar,T0427,2023-04-10,3,-72,Low,1,Routine monitoring
Ajmer,T1410,2023-09-18,13,-64,Medium,4,Moderate congestion
Tiruppur,T1307,2025-08-17,11,-81,Medium,2,Handoff instability
Navi Mumbai,T0541,2025-09-22,31,-97,High,10,Peak hour congestion
Pune,T0085,2025-06-25,8,-94,Medium,1,Normal operation
Bhilai,T1482,2023-07-06,22,-74,High,6,Handoff instability
Navi Mumbai,T1084,2023-04-13,8,-101,Medium,0,Routine monitoring
Aurangabad,T0934,2025-10-07,10,-87,Medium,3,Routine monitoring
Ludhiana,T0245,2025-05-15,6,-97,Medium,0,Low traffic
Pimpri-Chinchwad,T1096,2024-02-05,3,-88,Low,0,Routine monitoring
Ulhasnagar,T0264,2025-05-10,28,-81,High,8,Backhaul issue
Saharanpur,T0641,2023-11-18,11,-78,Medium,1,Handoff instability
Belgaum,T1238,2023-02-28,1,-68,Low,0,Low traffic
Erode,T1075,2025-12-29,4,-62,Low,2,Normal operation
Amritsar,T0965,2025-04-04,4,-60,Low,3,Low traffic
Saharanpur,T1413,2024-12-12,8,-111,Low,4,Routine monitoring
Nagpur,T0589,2023-08-26,9,-113,Low,2,Low traffic
Navi Mumbai,T1298,2023-10-07,12,-83,Medium,2,Moderate congestion
Jalandhar,T0191,2023-03-01,5,-97,Low,2,Routine monitoring
Raipur,T0742,2025-09-14,10,-104,Low,4,Stable network
Tirunelveli,T1280,2024-04-10,5,-87,Low,0,Low traffic
Nanded,T0764,2023-06-22,3,-97,Low,0,Routine monitoring
Rajkot,T0093,2023-08-19,10,-109,Medium,1,Stable network
Varanasi,T1017,2024-04-14,3,-90,Low,1,Stable network
Kanpur,T1189,2023-08-15,5,-90,Low,0,Low traffic
Jodhpur,T0869,2025-10-22,8,-82,Medium,2,Low traffic
Gorakhpur,T1437,2023-10-31,1,-79,Low,0,Stable network
Kolkata,T0565,2023-11-23,4,-95,Low,2,Low traffic
Madurai,T0515,2025-03-25,3,-64,Medium,1,Normal operation
Kota,T1098,2025-02-23,5,-99,Low,3,Stable network
Amritsar,T1308,2023-06-22,3,-90,Low,1,Stable network
Jodhpur,T0806,2025-12-18,22,-69,High,7,Handoff instability
Aligarh,T1467,2025-03-08,14,-103,Medium,2,Weather impact
Loni,T0472,2024-09-09,8,-103,Low,0,Routine monitoring
Ambattur,T1383,2023-04-24,9,-98,Medium,1,Routine monitoring
Varanasi,T0596,2025-07-31,11,-91,Medium,2,Handoff instability
Gorakhpur,T0175,2025-10-29,6,-84,Low,3,Stable network
Meerut,T1159,2025-12-02,8,-92,Medium,0,Stable network
Gurugram,T0376,2024-09-15,5,-75,Low,1,Normal operation
Kochi,T0286,2023-08-13,17,-114,Medium,3,Temporary interference
Kota,T0551,2023-11-10,5,-81,Low,0,Low traffic
Kolhapur,T0105,2025-01-02,6,-91,Low,0,Routine monitoring
Delhi,T1483,2025-02-28,10,-89,Medium,0,Normal operation
Ludhiana,T0096,2024-03-20,6,-75,Medium,0,Stable network
Ahmedabad,T0642,2025-01-11,4,-84,Low,0,Normal operation
Gaya,T0855,2023-05-02,0,-71,Low,0,Stable network
Bhilai,T0041,2023-08-04,3,-99,Low,0,Low traffic
Belgaum,T1472,2025-06-05,8,-102,Low,1,Low traffic
Patna,T0796,2025-01-25,26,-82,High,7,Fiber outage
Tirunelveli,T0464,2023-08-18,6,-74,Medium,0,Normal operation
Nashik,T0051,2023-10-05,8,-114,Low,0,Normal operation
Dehradun,T0019,2025-06-30,6,-77,Low,1,Stable network
Belgaum,T0337,2025-04-03,14,-103,Medium,1,Handoff instability
Nellore,T0125,2025-06-15,11,-84,Medium,0,Handoff instability
Mumbai,T0580,2025-02-19,15,-72,Medium,5,Weather impact
Akola,T0713,2025-05-01,23,-67,High,7,Moderate congestion
Warangal,T0556,2024-07-29,6,-64,Medium,0,Normal operation
Kochi,T1498,2023-03-11,11,-66,Low,6,Moderate congestion
Vadodara,T0148,2024-10-21,11,-115,Low,1,Handoff instability
Pimpri-Chinchwad,T1045,2024-02-05,0,-62,Low,0,Low traffic
Dhanbad,T0182,2025-11-11,0,-71,Low,0,Routine monitoring
Kanpur,T0441,2023-03-13,15,-95,Medium,3,Moderate congestion
Bhubaneswar,T0531,2025-03-05,3,-73,Low,0,Low traffic
Kolkata,T0914,2023-08-01,21,-77,High,8,Handoff instability
Solapur,T0228,2025-06-03,18,-79,High,4,Temporary interference
Prayagraj,T1292,2024-06-09,25,-90,High,6,Moderate congestion
Bengaluru,T1375,2024-07-22,5,-64,Low,3,Routine monitoring
Hubli-Dharwad,T0569,2025-08-22,12,-72,Medium,2,Moderate congestion
Tiruppur,T1365,2023-08-28,0,-81,Low,0,Low traffic
Patna,T0277,2024-04-19,20,-92,High,5,Weather impact
Salem,T1225,2025-09-05,11,-81,Medium,4,Handoff instability
Ajmer,T0352,2025-08-20,12,-63,Medium,3,Temporary interference
Vijayawada,T0209,2024-01-12,22,-89,High,4,Weather impact
Kanpur,T0414,2023-02-28,18,-60,High,4,Handoff instability
Jaipur,T1169,2025-03-22,0,-61,Low,1,Stable network
Bhavnagar,T0110,2024-12-15,10,-100,Medium,0,Stable network
Gwalior,T1285,2024-04-30,21,-60,High,6,Moderate congestion
Tirunelveli,T0148,2023-05-21,1,-76,Low,0,Routine monitoring
Jabalpur,T1389,2025-03-02,4,-68,Low,0,Routine monitoring
Durgapur,T1482,2024-05-08,7,-113,Low,2,Stable network
Amritsar,T0235,2023-10-05,5,-76,Low,2,Normal operation
Siliguri,T0073,2023-11-01,19,-73,High,7,Handoff instability
Kolhapur,T1297,2024-06-05,2,-91,Low,0,Low traffic
Bhilai,T0959,2023-04-24,21,-110,High,4,Temporary interference
Hyderabad,T1467,2025-08-21,0,-69,Low,0,Stable network
Belgaum,T1207,2024-06-19,7,-79,Low,5,Stable network
Pimpri-Chinchwad,T1061,2024-12-06,11,-101,Medium,2,Moderate congestion
Bareilly,T0507,2025-07-08,10,-105,Low,3,Stable network
Jabalpur,T1124,2023-05-17,3,-106,Low,0,Stable network
Rourkela,T1370,2023-06-08,6,-89,Low,0,Low traffic
Jammu,T0551,2024-02-28,2,-86,Low,1,Low traffic
Kalyan-Dombivli,T0396,2025-11-27,8,-104,Low,3,Stable network
Faridabad,T0778,2025-03-31,6,-78,Low,1,Routine monitoring
Loni,T1443,2025-08-18,5,-96,Low,0,Low traffic
Jabalpur,T0480,2024-03-30,7,-91,Medium,0,Low traffic
Ludhiana,T0140,2023-01-25,19,-107,Medium,4,Weather impact
Nashik,T0263,2023-05-24,6,-114,Low,1,Routine monitoring
Jalgaon,T0015,2023-11-01,24,-92,High,7,Handoff instability
Bhavnagar,T0470,2023-05-26,3,-99,Low,1,Normal operation
Dehradun,T0286,2023-01-17,3,-114,Low,0,Routine monitoring
Salem,T0650,2025-11-10,13,-97,Medium,2,Temporary interference
Bikaner,T0808,2023-09-28,10,-114,Low,4,Stable network
Udaipur,T1036,2024-11-03,10,-111,Medium,0,Low traffic
Belgaum,T1254,2025-04-29,11,-74,Medium,2,Handoff instability
Nashik,T1431,2023-12-24,5,-90,Low,2,Routine monitoring
Gaya,T0166,2025-11-19,8,-61,Medium,4,Low traffic
Erode,T0232,2023-12-18,7,-77,Low,4,Routine monitoring
Bareilly,T1006,2025-12-30,4,-89,Low,2,Normal operation
Bhopal,T0874,2023-04-06,4,-74,Low,1,Routine monitoring
Jabalpur,T1380,2025-04-11,8,-90,Low,3,Routine monitoring
Guwahati,T1308,2023-11-19,21,-112,Medium,6,Temporary interference
Indore,T1497,2025-12-10,2,-93,Low,0,Stable network
Aurangabad,T0372,2025-08-26,3,-95,Low,0,Low traffic
Indore,T0160,2023-05-20,9,-72,Medium,2,Stable network
Agra,T1022,2024-07-08,25,-94,High,8,Temporary interference
Bikaner,T0227,2025-01-25,17,-102,Medium,5,Temporary interference
Jhansi,T0530,2024-06-15,10,-95,Medium,3,Routine monitoring
Rourkela,T1389,2024-05-20,5,-99,Low,2,Routine monitoring
Kolhapur,T1092,2024-06-29,25,-111,High,6,Moderate congestion
Howrah,T1100,2023-06-05,36,-114,High,11,Weak signal area
Hyderabad,T0880,2024-09-27,3,-62,Medium,1,Routine monitoring
Nanded,T1332,2023-12-21,11,-83,Medium,2,Moderate congestion
Kanpur,T1404,2024-01-10,19,-84,High,2,Weather impact
Varanasi,T1034,2025-04-03,18,-91,High,3,Temporary interference
Cuttack,T0381,2024-06-25,22,-85,High,8,Weather impact
Hubli-Dharwad,T1420,2025-04-10,6,-103,Low,1,Normal operation
Varanasi,T1378,2025-06-09,19,-83,High,4,Moderate congestion
Rourkela,T0905,2024-07-24,6,-92,Low,3,Low traffic
Vasai-Virar,T0149,2024-02-22,1,-73,Low,1,Normal operation
Gulbarga,T0877,2024-07-16,12,-85,Medium,1,Moderate congestion
Guntur,T0821,2023-06-05,11,-89,Medium,1,Moderate congestion
Howrah,T0083,2025-08-18,2,-63,Medium,0,Normal operation
Kochi,T0244,2024-09-07,4,-97,Low,0,Routine monitoring
Howrah,T0141,2025-07-18,0,-60,Low,1,Stable network
Chandigarh,T0435,2023-02-16,6,-87,Low,0,Low traffic
Warangal,T1499,2024-12-20,14,-112,Medium,0,Temporary interference
Pune,T1277,2024-11-02,20,-65,High,8,Weather impact
Kolhapur,T0198,2024-07-08,27,-74,High,9,Backhaul issue
Aligarh,T0724,2025-05-10,0,-73,Low,0,Low traffic
Nashik,T0509,2023-01-10,0,-85,Low,0,Stable network
Kolhapur,T0228,2025-01-27,7,-74,Low,3,Stable network
Varanasi,T1428,2023-04-11,5,-72,Low,1,Normal operation
Siliguri,T0254,2024-01-04,9,-74,Medium,1,Normal operation
Chandigarh,T0164,2023-03-20,0,-69,Low,0,Normal operation
Ranchi,T0572,2023-07-19,12,-71,Medium,3,Temporary interference
Gurugram,T0514,2024-11-05,7,-88,Low,4,Stable network
Loni,T0818,2025-01-21,0,-65,Low,1,Normal operation
Pimpri-Chinchwad,T1375,2025-08-09,7,-100,Low,2,Routine monitoring
Hubli-Dharwad,T0379,2025-02-26,7,-60,Medium,1,Stable network
Kanpur,T1137,2025-08-26,6,-109,Low,1,Stable network
Howrah,T0270,2025-06-06,1,-74,Low,0,Normal operation
Bareilly,T1334,2024-02-03,31,-108,High,10,Peak hour congestion
Bhiwandi,T0389,2023-10-04,15,-103,Medium,2,Weather impact
Cuttack,T1277,2023-04-29,11,-71,Medium,3,Handoff instability
Tirunelveli,T0736,2023-05-02,16,-72,Medium,5,Moderate congestion
Ulhasnagar,T1391,2025-06-09,7,-78,Medium,0,Normal operation
Warangal,T0871,2024-01-03,3,-92,Low,0,Low traffic
Vijayawada,T0747,2024-10-18,9,-101,Medium,0,Stable network
Malegaon,T1040,2024-06-18,0,-64,Low,0,Stable network
Ghaziabad,T0280,2025-07-17,4,-66,Low,2,Low traffic
Loni,T0983,2025-10-09,8,-105,Medium,1,Routine monitoring
Ambattur,T1072,2025-06-04,5,-78,Low,2,Stable network
Nashik,T0867,2024-07-13,2,-78,Low,1,Routine monitoring
Bhopal,T0593,2024-02-26,2,-96,Low,1,Normal operation
